modelname,granu,min_gini,mean_gini,max_gini
bm25_monot5,500,0.21902756690693834,0.31683133311748973,0.6215806518309537
bm25_monot5,1000,0.1987451326090501,0.30923560673144923,0.6215806518309537
bm25_monot5,2000,0.18674104836765026,0.2977881984299029,0.6282736139267961
bm25_monot5,5000,0.18425672501427096,0.281789619257765,0.712169830170617
bm25_monot5,10000,0.17087508295102852,0.26549385521303015,0.6495753417851137
