modelname,granu,min_gini,mean_gini,max_gini
bm25,500,0.1842567250142711,0.31718234759094377,0.735923742127055
bm25,1000,0.1842567250142711,0.3142412792648766,0.7464549595470202
bm25,2000,0.1842567250142711,0.32123539096707854,0.7443031031084424
bm25,5000,0.18375584662806632,0.3119238831855487,0.7664710700824313
bm25,10000,0.18012838811746087,0.2907106303176224,0.7889827299267791
