index,modelname,num_groups,group_id,mean,std,fast_gini,avg_rscore,min_rscore,max_rscore,fast_gini_min,fast_gini_mean,fast_gini_max
6520,bm25,10000,6520,0.3124977582737718,0.1739551235384532,0.20359869445389825,0.31249775827377185,0.21667906533553166,1.7286947083916377,0.14495754789550494,0.2441684082821426,0.6615901062253292
6521,bm25,10000,6521,0.3103573626691569,0.1692031287565129,0.19903375878568552,0.3103573626691569,0.21667906533553166,1.6671948235711729,0.14495754789550494,0.2441684082821426,0.6615901062253292
6522,bm25,10000,6522,0.31401368641508604,0.17474189868763387,0.20448883252324676,0.31401368641508604,0.21667906533553166,1.6295837099659969,0.14495754789550494,0.2441684082821426,0.6615901062253292
6523,bm25,10000,6523,0.30208116633131277,0.15723483598390545,0.18425672501427115,0.30208116633131277,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6524,bm25,10000,6524,0.3142003215927473,0.17864131432114908,0.20828641553414098,0.3142003215927473,0.21667906533553166,1.6970298190330055,0.14495754789550494,0.2441684082821426,0.6615901062253292
6525,bm25,10000,6525,0.30208116633131277,0.15763139357711026,0.18425672501427115,0.3020811663313127,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6526,bm25,10000,6526,0.3589083164332429,0.24706167658867784,0.2734109787079846,0.35890831643324284,0.21667906533553166,2.3538122440049354,0.14495754789550494,0.2441684082821426,0.6615901062253292
6527,bm25,10000,6527,0.3163153574149872,0.18567871093912625,0.21505192620983207,0.3163153574149872,0.21667906533553166,1.7053923519028265,0.14495754789550494,0.2441684082821426,0.6615901062253292
6528,bm25,10000,6528,0.3046928190661656,0.18208520175389548,0.19124035116097862,0.3046928190661656,0.21667906533553166,2.8853900817779268,0.14495754789550494,0.2441684082821426,0.6615901062253292
6529,bm25,10000,6529,0.309034441259655,0.16248978306367895,0.19519560758549123,0.30903444125965496,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6530,bm25,10000,6530,0.3151368352189552,0.17924714982575743,0.21023990832898798,0.3151368352189552,0.21667906533553166,1.6996442120738386,0.14495754789550494,0.2441684082821426,0.6615901062253292
6531,bm25,10000,6531,0.3248184584207664,0.19566762100034452,0.22290821358184557,0.3248184584207664,0.21667906533553166,2.069623569579915,0.14495754789550494,0.2441684082821426,0.6615901062253292
6532,bm25,10000,6532,0.31576428536374157,0.16663964946589246,0.20345193641513926,0.3157642853637415,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6533,bm25,10000,6533,0.32293754975285105,0.19167815459180612,0.22265100403189672,0.32293754975285105,0.21667906533553166,2.172578091116593,0.14495754789550494,0.2441684082821426,0.6615901062253292
6534,bm25,10000,6534,0.3516288708618455,0.20666936759074483,0.25397804772477417,0.3516288708618456,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6535,bm25,10000,6535,0.44019113490901673,0.4198874458714033,0.3586816485232024,0.4401911349090168,0.21667906533553166,5.780426237207346,0.14495754789550494,0.2441684082821426,0.6615901062253292
6536,bm25,10000,6536,0.3780123408933729,0.31749764295835003,0.29572177183106346,0.3780123408933729,0.21667906533553166,6.380609429390861,0.14495754789550494,0.2441684082821426,0.6615901062253292
6537,bm25,10000,6537,0.39062219784221475,0.2519334614912194,0.27993308430467373,0.39062219784221475,0.21667906533553166,2.0640299754485754,0.14495754789550494,0.2441684082821426,0.6615901062253292
6538,bm25,10000,6538,0.30283826198627845,0.15733822261199387,0.18504009642271313,0.30283826198627845,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6539,bm25,10000,6539,0.31078309293344936,0.16896198258775233,0.200403898702386,0.31078309293344936,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
