modelname,granu,min_gini,mean_gini,max_gini
bm25,500,0.22226447310042718,0.32468091137769184,0.6342244541310561
bm25,1000,0.20001234414721472,0.3164652798580085,0.6398218263374315
bm25,2000,0.18766393998795217,0.3044633598208686,0.6478475379507169
bm25,5000,0.18425672501427096,0.28778155380994297,0.741220850936186
bm25,10000,0.17361690044723735,0.27072530541116235,0.6663980048731668
