modelname,granu,min_gini,mean_gini,max_gini
tctcolbert,500,0.21871456250322469,0.3134685318355825,0.5309121793066142
tctcolbert,1000,0.19918112164655638,0.3104177759305213,0.5684542875888253
tctcolbert,2000,0.18425672501427098,0.30493654309235674,0.5604771154963448
tctcolbert,5000,0.18425672501427096,0.2969957670825148,0.5416871750396621
tctcolbert,10000,0.18425672501427096,0.28515110114594544,0.5634880736597232
