modelname,granu,min_gini,mean_gini,max_gini
tctcolbert,500,0.1842567250142711,0.27142248168224975,0.5352888348545651
tctcolbert,1000,0.1842567250142711,0.2722332087700006,0.5224135246832856
tctcolbert,2000,0.18425672501427076,0.29248166978087475,0.5307973321547513
tctcolbert,5000,0.1842555818428696,0.2864809717621074,0.5307973321547513
tctcolbert,10000,0.18410053836337933,0.2691282379523779,0.5471749704663714
