modelname,granu,min_gini,mean_gini,max_gini
bm25_tctcolbert,500,0.1842567250142711,0.3086106905822637,0.7044648972326754
bm25_tctcolbert,1000,0.1842567250142711,0.3058038406147152,0.7185015070033149
bm25_tctcolbert,2000,0.1817225011507192,0.31173045862609416,0.7113987204949436
bm25_tctcolbert,5000,0.1767780093621068,0.3018014123210559,0.734991602190951
bm25_tctcolbert,10000,0.16528095579515784,0.28137589186561923,0.7600266093196139
