modelname,granu,min_gini,mean_gini,max_gini
bm25_monot5,500,0.1842567250142711,0.3065832896715768,0.7032018944197906
bm25_monot5,1000,0.1842567250142711,0.30376203110049316,0.7142669529579431
bm25_monot5,2000,0.18387325988021544,0.30984668311381464,0.7112025342914347
bm25_monot5,5000,0.16541289188532501,0.29963632409971913,0.7352854462104284
bm25_monot5,10000,0.16342963569866986,0.2793583281649348,0.7600611228570281
